SVI_ID,Image Name,Content,Language,Language-full,Longitude,Latitude,Category,full_stree,l_zip,post_type,NTAName
3020,,,,,-73.84745054,40.83635648,,PARKER ST,10462,ST,Westchester Square
3021,,,,,-73.84758375,40.83644804,,PARKER ST,10462,ST,Westchester Square
3022,,,,,-73.84771695,40.83653961,,PARKER ST,10462,ST,Westchester Square
3023,,,,,-73.84785016,40.83663117,,PARKER ST,10462,ST,Westchester Square
3024,,,,,-73.84798337,40.83672273,,PARKER ST,10462,ST,Westchester Square
3025,brand sign_3025E_.jpg,BEATRICE CASTIGLIA CATULLO RESIDENCE;BEATRICE CASTIGLIA CATULLO RESIDENCE,it,Italian;Italian,-73.84811658,40.8368143,brand sign;brand sign,PARKER ST,10462,ST,Westchester Square
3026,,,,,-73.84824979,40.83690586,,PARKER ST,10462,ST,Westchester Square
3027,,,,,-73.848383,40.83699742,,PARKER ST,10462,ST,Westchester Square
3028,,,,,-73.8485162,40.83708899,,PARKER ST,10462,ST,Westchester Square
3029,,,,,-73.84864941,40.83718055,,PARKER ST,10462,ST,Westchester Square
3030,,,,,-73.84878262,40.83727211,,LYON AVE,10462,AVE,Westchester Square
3031,,,,,-73.84891593,40.83736359,,PARKER ST,10462,ST,Westchester Square
3032,,,,,-73.84904924,40.83745506,,PARKER ST,10462,ST,Westchester Square
3033,,,,,-73.84918256,40.83754654,,PARKER ST,10462,ST,Westchester Square
3034,,,,,-73.84931587,40.83763802,,PARKER ST,10462,ST,Westchester Square
3035,,,,,-73.84944918,40.83772949,,PARKER ST,10462,ST,Westchester Square
3036,,,,,-73.84958249,40.83782097,,PARKER ST,10462,ST,Westchester Square
3037,,,,,-73.8497158,40.83791244,,PARKER ST,10462,ST,Westchester Square
3038,,,,,-73.84984911,40.83800392,,PARKER ST,10462,ST,Westchester Square
3039,one way sign_3039E_.jpg,17 ONE WAY;17 ONE WAY,en,English;English,-73.84998243,40.83809539,one way sign;one way sign,GLEBE AVE,10462,AVE,Westchester Square
3040,street name sign_3040E_.jpg,RE FRAN PARKER ST FATHER MARTIN DOLAN PL ROPHE PET;RE FRAN PARKER ST FATHER MARTIN DOLAN PL ROPHE PET,en,English;English,-73.8501155,40.83818707,street name sign;street name sign,PARKER ST,10462,ST,Westchester Square
3041,,,,,-73.85024851,40.8382788,,PARKER ST,10462,ST,Westchester Square
3042,,,,,-73.85038151,40.83837053,,PARKER ST,10462,ST,Westchester Square
3043,,,,,-73.85051452,40.83846226,,PARKER ST,10462,ST,Westchester Square
3044,one way sign_3044E_.jpg,ONE WAY;ONE WAY,en,English;English,-73.85064753,40.83855399,one way sign;one way sign,ST RAYMOND AVE,10462,AVE,Westchester Square
3045,street name sign_3045E_.jpg,Parker St;Parker St,en,English;English,-73.85078105,40.83864529,street name sign;street name sign,PARKER ST,10462,ST,Westchester Square
3046,,,,,-73.85091471,40.83873646,,PARKER ST,10462,ST,Westchester Square
3047,,,,,-73.85104838,40.83882763,,PARKER ST,10462,ST,Westchester Square
3048,,,,,-73.85118205,40.83891881,,PARKER ST,10462,ST,Westchester Square
3049,,,,,-73.85131572,40.83900998,,PARKER ST,10462,ST,Westchester Square
3050,,,,,-73.85144929,40.83910124,,PARKER ST,10462,ST,Westchester Square
3051,,,,,-73.85158282,40.83919252,,PARKER ST,10462,ST,Westchester Square
3052,,,,,-73.85171623,40.83928391,,MACLAY AVE,10462,AVE,Westchester Square
3053,,,,,-73.85184925,40.83937563,,PARKER ST,10462,ST,Westchester Square
3054,,,,,-73.85198227,40.83946734,,PARKER ST,10462,ST,Westchester Square
3055,,,,,-73.8521153,40.83955906,,PARKER ST,10462,ST,Westchester Square
3056,,,,,-73.85224832,40.83965078,,PARKER ST,10462,ST,Westchester Square
3057,,,,,-73.85238134,40.83974249,,PARKER ST,10462,ST,Westchester Square
3058,,,,,-73.85251436,40.83983421,,PARKER ST,10462,ST,Westchester Square
3059,,,,,-73.85264902,40.83992451,,PARKER ST,10462,ST,Westchester Square
3060,one way sign_3060E_.jpg,ONE WAY;ONE WAY,en,English;English,-73.85278576,40.84001301,one way sign;one way sign,PARKER ST,10462,ST,Westchester Square
3061,do not enter sign_3061E_.jpg,ONE WAY DO NOT DANKO ENTER ABE;ONE WAY DO NOT DANKO ENTER ABE,en,English;English,-73.8529172,40.84010373,do not enter sign;do not enter sign,CASTLE HILL AVE,10462,AVE,Westchester Square
3062,,,,,-73.85294241,40.84023883,,CASTLE HILL AVE,10462,AVE,Westchester Square
3063,,,,,-73.85296762,40.84037392,,CASTLE HILL AVE,10462,AVE,Westchester Square
3064,,,,,-73.85299283,40.84050902,,CASTLE HILL AVE,10462,AVE,Westchester Square
3065,brand sign_3065E_2.jpg;brand sign_3065E_.jpg,CAR WASH;HAND CAR WASH;CAR WASH;HAND CAR WASH,en;en,English;English;English;English,-73.85301804,40.84064411,brand sign;brand sign;brand sign;brand sign,CASTLE HILL AVE,10462,AVE,Westchester Square
3066,,,,,-73.8530435,40.84077918,,CASTLE HILL AVE,10462,AVE,Westchester Square
3067,,,,,-73.85306946,40.84091419,,CASTLE HILL AVE,10462,AVE,Parkchester
3068,,,,,-73.85309539,40.84104921,,CASTLE HILL AVE,10462,AVE,Parkchester
3069,,,,,-73.85311945,40.84118442,,CASTLE HILL AVE,10462,AVE,Parkchester
3070,,,,,-73.85314352,40.84131964,,CASTLE HILL AVE,10462,AVE,Parkchester
3071,,,,,-73.85316758,40.84145485,,CASTLE HILL AVE,10462,AVE,Parkchester
3072,,,,,-73.85319164,40.84159007,,CASTLE HILL AVE,10462,AVE,Parkchester
3073,,,,,-73.8532157,40.84172528,,CASTLE HILL AVE,10462,AVE,Parkchester
3074,,,,,-73.85323976,40.84186049,,CASTLE HILL AVE,10462,AVE,Parkchester
3075,,,,,-73.85326382,40.84199571,,CASTLE HILL AVE,10462,AVE,Parkchester
3076,,,,,-73.85328789,40.84213092,,CASTLE HILL AVE,10462,AVE,Parkchester
3077,brand sign_3077E_.jpg,NOX;NOX,en,English;English,-73.85331195,40.84226613,brand sign;brand sign,CASTLE HILL AVE,10462,AVE,Parkchester
3078,speed limit sign_3078E_.jpg,CITY SPEED LIMIT 25 PHOTO coc;CITY SPEED LIMIT 25 PHOTO coc,en,English;English,-73.85333601,40.84240134,speed limit sign;speed limit sign,E  TREMONT AVE,10462,AVE,Parkchester
3079,,,,,-73.85345256,40.84246321,,E  TREMONT AVE,10462,AVE,Pelham Parkway-Van Nest
3080,one way sign_3080E_.jpg,ONE WAY;ONE WAY,en,English;English,-73.85363148,40.84247561,one way sign;one way sign,E  TREMONT AVE,10462,AVE,Pelham Parkway-Van Nest
3081,,,,,-73.85379731,40.84252799,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3082,one way sign_3082E_.jpg,ONE WAY;ONE WAY,en,English;English,-73.85396305,40.84258066,one way sign;one way sign,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3083,,,,,-73.85412878,40.84263334,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3084,,,,,-73.85429451,40.84268601,,BRONXDALE AVE,10462,AVE,Morris Park
3085,,,,,-73.85445957,40.8427399,,BRONXDALE AVE,10462,AVE,Morris Park
3086,,,,,-73.85462446,40.84279408,,BRONXDALE AVE,10462,AVE,Morris Park
3087,,,,,-73.85478935,40.84284826,,BRONXDALE AVE,10462,AVE,Morris Park
3088,parking regulation sign_3088E_.jpg,Coxy;Coxy,en,English;English,-73.85495424,40.84290244,parking regulation sign;parking regulation sign,BRONXDALE AVE,10462,AVE,Morris Park
3089,,,,,-73.85511913,40.84295662,,BRONXDALE AVE,10462,AVE,Morris Park
3090,,,,,-73.85528402,40.8430108,,BRONXDALE AVE,10462,AVE,Morris Park
3091,,,,,-73.85544891,40.84306498,,BRONXDALE AVE,10462,AVE,Morris Park
3092,brand sign_3092E_.jpg,KING;KING,en,English;English,-73.8556138,40.84311916,brand sign;brand sign,BRONXDALE AVE,10462,AVE,Morris Park
3093,,,,,-73.85577842,40.84317381,,BRONXDALE AVE,10462,AVE,Morris Park
3094,,,,,-73.85594285,40.84322879,,BRONXDALE AVE,10462,AVE,Morris Park
3095,,,,,-73.85610728,40.84328378,,BRONXDALE AVE,10462,AVE,Morris Park
3096,,,,,-73.85627171,40.84333876,,BRONXDALE AVE,10462,AVE,Morris Park
3097,,,,,-73.85643614,40.84339374,,BRONXDALE AVE,10462,AVE,Morris Park
3098,,,,,-73.85660057,40.84344873,,BRONXDALE AVE,10462,AVE,Morris Park
3099,,,,,-73.85676499,40.84350371,,BRONXDALE AVE,10462,AVE,Morris Park
3100,,,,,-73.85691198,40.84357564,,BRONXDALE AVE,10462,AVE,Morris Park
3101,,,,,-73.8570219,40.84368356,,,,,Morris Park
3102,,,,,-73.85713182,40.84379149,,,,,Morris Park
3103,,,,,-73.85724174,40.84389941,,,,,Morris Park
3104,,,,,-73.85735166,40.84400733,,,,,Morris Park
3105,,,,,-73.85746158,40.84411525,,,,,Morris Park
3106,,,,,-73.8575715,40.84422318,,,,,Morris Park
3107,brand sign_3107E_.jpg,NUTRISHOP SPORTS NUTRITION & WEIGHT LOSS SUPERSTORES;NUTRISHOP SPORTS NUTRITION & WEIGHT LOSS SUPERSTORES,en,English;English,-73.85768142,40.8443311,brand sign;brand sign,,,,Morris Park
3108,,,,,-73.85779134,40.84443902,,,,,Morris Park
3109,,,,,-73.85790126,40.84454694,,,,,Morris Park
3110,,,,,-73.85801118,40.84465487,,,,,Morris Park
3111,,,,,-73.8581211,40.84476279,,,,,Morris Park
3112,,,,,-73.85823102,40.84487071,,,,,Morris Park
3113,,,,,-73.85834094,40.84497863,,BRONXDALE AVE,10462,AVE,Morris Park
3114,,,,,-73.85845086,40.84508655,,BRONXDALE AVE,10462,AVE,Morris Park
3115,,,,,-73.85856078,40.84519447,,BRONXDALE AVE,10462,AVE,Morris Park
3116,,,,,-73.85866483,40.84530502,,VAN NEST AVE,10462,AVE,Pelham Parkway-Van Nest
3117,brand sign_3117E_.jpg,BUDGET LUMBING & HEATING RESIDENTIAL COMMERCIAL 718.829.6900;BUDGET LUMBING & HEATING RESIDENTIAL COMMERCIAL 718.829.6900,en,English;English,-73.85873611,40.84543026,brand sign;brand sign,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3118,,,,,-73.85880739,40.8455555,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3119,brand sign_3119E_2.jpg,CABINETS EXPRESS TO 00 kak YOU 10-4;CABINETS EXPRESS TO 00 kak YOU 10-4,en,English;English,-73.85887867,40.84568074,brand sign;brand sign,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3120,,,,,-73.85894995,40.84580598,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3121,,,,,-73.85902131,40.84593118,,BRONXDALE AVE,10462,AVE,Morris Park
3122,,,,,-73.85909323,40.84605621,,BRONXDALE AVE,10462,AVE,Morris Park
3123,,,,,-73.85916516,40.84618123,,BRONXDALE AVE,10462,AVE,Morris Park
3124,,,,,-73.85923708,40.84630626,,BRONXDALE AVE,10462,AVE,Morris Park
3125,,,,,-73.859309,40.84643128,,BRONXDALE AVE,10462,AVE,Morris Park
3126,brand sign_3126E_.jpg,OPEN;OPEN,en,English;English,-73.85938092,40.84655631,brand sign;brand sign,BRONXDALE AVE,10462,AVE,Morris Park
3127,,,,,-73.85945816,40.84667909,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3128,,,,,-73.85955983,40.84679157,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3129,,,,,-73.85966151,40.84690406,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3130,,,,,-73.85976318,40.84701654,,,,,Pelham Parkway-Van Nest
3131,,,,,-73.85986485,40.84712902,,,,,Pelham Parkway-Van Nest
3132,,,,,-73.85996653,40.84724151,,,,,Pelham Parkway-Van Nest
3133,,,,,-73.8600682,40.84735399,,,,,Pelham Parkway-Van Nest
3134,brand sign_3134E_.jpg,Morris Park Comm. Assoc.;Morris Park Comm. Assoc.,en,English;English,-73.86016987,40.84746647,brand sign;brand sign,,,,Pelham Parkway-Van Nest
3135,,,,,-73.86027155,40.84757896,,,,,Pelham Parkway-Van Nest
3136,,,,,-73.86037322,40.84769144,,,,,Pelham Parkway-Van Nest
3137,parking regulation sign_3137E_.jpg,Ⓡ HE;Ⓡ HE,en,English;English,-73.86047489,40.84780392,parking regulation sign;parking regulation sign,,,,Pelham Parkway-Van Nest
3138,,,,,-73.86057657,40.8479164,,,,,Pelham Parkway-Van Nest
3139,,,,,-73.86067824,40.84802888,,,,,Pelham Parkway-Van Nest
3140,,,,,-73.86077991,40.84814137,,,,,Pelham Parkway-Van Nest
3141,,,,,-73.86088159,40.84825385,,,,,Pelham Parkway-Van Nest
3142,,,,,-73.86098326,40.84836633,,,,,Pelham Parkway-Van Nest
3143,,,,,-73.86108493,40.84847881,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3144,,,,,-73.86118661,40.84859129,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3145,,,,,-73.86132449,40.84867273,,BRONXDALE AVE,10462,AVE,Morris Park
3146,,,,,-73.8614838,40.84873581,,BRONXDALE AVE,10462,AVE,Morris Park
3147,do not enter sign_3147E_.jpg,DO NOT CHAN ENTER;DO NOT CHAN ENTER,en,English;English,-73.8616431,40.84879889,do not enter sign;do not enter sign,BRONXDALE AVE,10462,AVE,Morris Park
3148,do not enter sign_3148E_.jpg,DO NOT ENTER;DO NOT ENTER,en,English;English,-73.86180312,40.84886091,do not enter sign;do not enter sign,BRONXDALE AVE,10462,AVE,Morris Park
3149,,,,,-73.86196358,40.84892229,,BRONXDALE AVE,10462,AVE,Morris Park
3150,,,,,-73.86212403,40.84898366,,BRONXDALE AVE,10462,AVE,Morris Park
3151,,,,,-73.86228449,40.84904503,,BRONXDALE AVE,10462,AVE,Morris Park
3152,,,,,-73.86244495,40.8491064,,BRONXDALE AVE,10462,AVE,Morris Park
3153,,,,,-73.86260541,40.84916778,,BRONXDALE AVE,10462,AVE,Morris Park
3154,,,,,-73.86276586,40.84922915,,BRONXDALE AVE,10462,AVE,Morris Park
3155,,,,,-73.86292553,40.8492917,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3156,,,,,-73.86308507,40.84935444,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3157,,,,,-73.8632446,40.84941719,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3158,,,,,-73.86340413,40.84947993,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3159,,,,,-73.86356367,40.84954268,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3160,,,,,-73.8637232,40.84960542,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3161,,,,,-73.86388274,40.84966816,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3162,brand sign_3162E_.jpg,PINE PRIVATE PARKING VALET ONLY G;PINE PRIVATE PARKING VALET ONLY G,en,English;English,-73.86404351,40.84972905,brand sign;brand sign,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3163,brand sign_3163E_.jpg,PINE PRIVATE PARKING VALET ONLY;PINE PRIVATE PARKING VALET ONLY,en,English;English,-73.8642047,40.84978931,brand sign;brand sign,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3164,,,,,-73.86436588,40.84984956,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3165,,,,,-73.86452707,40.84990982,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3166,,,,,-73.86468826,40.84997008,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3167,,,,,-73.86484945,40.85003033,,WALLACE AVE,10462,AVE,Pelham Parkway-Van Nest
3168,do not enter sign_3168E_.jpg,100 DO NOT ENTER;100 DO NOT ENTER,en,English;English,-73.86500992,40.85009167,do not enter sign;do not enter sign,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3169,,,,,-73.86516953,40.85015431,,HUNT AVE,10462,AVE,Pelham Parkway-Van Nest
3170,,,,,-73.86532902,40.85021711,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3171,,,,,-73.86548569,40.85028389,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3172,one way sign_3172E_.jpg,ON WAY;ON WAY,en,English;English,-73.86564236,40.85035066,one way sign;one way sign,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3173,,,,,-73.86580186,40.85041343,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3174,do not enter sign_3174E_.jpg,STOP TALLY BAME;STOP TALLY BAME,en,English;English,-73.86596183,40.85047553,do not enter sign;do not enter sign,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3175,do not enter sign_3175E_2.jpg,433 DO NOT ENTICA;433 DO NOT ENTICA,en,English;English,-73.86611993,40.85053984,do not enter sign;do not enter sign,ANTIN PL,10462,PL,Pelham Parkway-Van Nest
3176,,,,,-73.86626101,40.85062431,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3177,,,,,-73.8664021,40.85070878,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3178,,,,,-73.86654318,40.85079325,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3179,,,,,-73.86668426,40.85087771,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3180,,,,,-73.86680435,40.85096967,,BRONXDALE AVE,10462,AVE,Pelham Parkway-Van Nest
3181,,,,,-73.8667998,40.85110605,,CRUGER AVE,10462,AVE,Pelham Parkway-Van Nest
3182,,,,,-73.86679526,40.85124243,,CRUGER AVE,10462,AVE,Pelham Parkway-Van Nest
3183,,,,,-73.86679072,40.85137881,,CRUGER AVE,10462,AVE,Pelham Parkway-Van Nest
3184,,,,,-73.86678618,40.85151519,,CRUGER AVE,10462,AVE,Pelham Parkway-Van Nest
3185,,,,,-73.86678164,40.85165157,,CRUGER AVE,10462,AVE,Pelham Parkway-Van Nest
3186,,,,,-73.86677709,40.85178794,,CRUGER AVE,10462,AVE,Pelham Parkway-Van Nest
3187,,,,,-73.86677255,40.85192432,,CRUGER AVE,10462,AVE,Pelham Parkway-Van Nest
3188,,,,,-73.86676801,40.8520607,,CRUGER AVE,10462,AVE,Pelham Parkway-Van Nest
3189,,,,,-73.86676347,40.85219708,,CRUGER AVE,10462,AVE,Pelham Parkway-Van Nest
3190,,,,,-73.86675893,40.85233345,,BRADY AVE,10462,AVE,Pelham Parkway-Van Nest
3191,,,,,-73.86686448,40.85239026,,BRADY AVE,10462,AVE,Pelham Parkway-Van Nest
3192,,,,,-73.86704409,40.85239353,,BRADY AVE,10462,AVE,Pelham Parkway-Van Nest
3193,brand sign_3193E_.jpg,NG S. JAILY RATES 1073 ABC PARKING 24 HRS. MONTHLY WEEKLY&DAILY RATES TEL:718-684-1073;NG S. JAILY RATES 1073 ABC PARKING 24 HRS. MONTHLY WEEKLY&DAILY RATES TEL:718-684-1073,en,English;English,-73.8672237,40.8523968,brand sign;brand sign,BRADY AVE,10462,AVE,Pelham Parkway-Van Nest
3194,brand sign_3194E_.jpg,FULL ELEMENT MIXED MARTIAL ARTS KWON-DO HAPKIDO HAIDONG GUMDO KOREAN SWORD ANTI-BULLYING BRAZILIAN JUJITSU KICK BORING SUMMER CAMP AFTER SCHOOL TEL: 718.828.1001;FULL ELEMENT MIXED MARTIAL ARTS KWON-DO HAPKIDO HAIDONG GUMDO KOREAN SWORD ANTI-BULLYING BRAZILIAN JUJITSU KICK BORING SUMMER CAMP AFTER SCHOOL TEL: 718.828.1001,en,English;English,-73.86740331,40.85240007,brand sign;brand sign,BRADY AVE,10462,AVE,Pelham Parkway-Van Nest
3195,,,,,-73.86758292,40.85240334,,BRADY AVE,10462,AVE,Pelham Parkway-Van Nest
3196,,,,,-73.86775677,40.85240199,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3197,street name sign_3197E_2.jpg;street name sign_3197E_.jpg,Road Thomas J Brown MA;White Plains! Road ma;Road Thomas J Brown MA;White Plains! Road ma,en;en,English;English;English;English,-73.86776189,40.85226563,street name sign;street name sign;street name sign;street name sign,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3198,,,,,-73.86776702,40.85212926,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3199,,,,,-73.86777214,40.8519929,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3200,,,,,-73.86777726,40.85185653,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3201,,,,,-73.86778238,40.85172016,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3202,,,,,-73.86778751,40.8515838,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3203,,,,,-73.86778987,40.85144739,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3204,,,,,-73.86779207,40.85131098,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3205,,,,,-73.86779427,40.85117456,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3206,parking regulation sign_3206E_.jpg,PARK T;PARK T,en,English;English,-73.86779647,40.85103815,parking regulation sign;parking regulation sign,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3207,,,,,-73.86779867,40.85090174,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3208,,,,,-73.86780017,40.85076532,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3209,,,,,-73.86780105,40.8506289,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3210,,,,,-73.86780193,40.85049247,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3211,,,,,-73.86780281,40.85035605,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3212,,,,,-73.86780369,40.85021963,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3213,,,,,-73.86780457,40.8500832,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3214,brand sign_3214E_.jpg,DELIA Pro GROCERY;DELIA Pro GROCERY,en,English;English,-73.86780545,40.84994678,brand sign;brand sign,BIRCHALL AVE,10462,AVE,Pelham Parkway-Van Nest
3215,brand sign_3215E_2.jpg,7 2001 FREE DELIVERY HOT & COLD;7 2001 FREE DELIVERY HOT & COLD,en,English;English,-73.86777622,40.8498135,brand sign;brand sign,BIRCHALL AVE,10462,AVE,Pelham Parkway-Van Nest
3216,,,,,-73.8677268,40.84968234,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3217,street name sign_3217E_.jpg,White P Noad;White P Noad,en,English;English,-73.86767738,40.84955118,street name sign;street name sign,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3218,,,,,-73.86762796,40.84942001,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3219,brand sign_3219E_.jpg,BE LAUNDROMAT WASH&FOLD SAME DAY SERVICE OPEN 24HRS;BE LAUNDROMAT WASH&FOLD SAME DAY SERVICE OPEN 24HRS,en,English;English,-73.86757854,40.84928885,brand sign;brand sign,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3220,advertising sign_3220E_.jpg,165-21 ABC LAUNDROMAT H WASH & FOLD SAME DAY SERVICE;165-21 ABC LAUNDROMAT H WASH & FOLD SAME DAY SERVICE,en,English;English,-73.86752913,40.84915768,advertising sign;advertising sign,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3221,one way sign_3221E_.jpg,ONE MAY;ONE MAY,en,English;English,-73.86747973,40.84902651,one way sign;one way sign,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3222,,,,,-73.86743033,40.84889534,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3223,,,,,-73.86738087,40.84876419,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3224,,,,,-73.86733226,40.84863285,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3225,,,,,-73.86728438,40.84850135,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3226,,,,,-73.8672365,40.84836986,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3227,,,,,-73.86718862,40.84823836,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3228,brand sign_3228E_.jpg,SAN Custom Cycles One Step Custom Shop For All Modergiter 718-;SAN Custom Cycles One Step Custom Shop For All Modergiter 718-,en,English;English,-73.86714159,40.8481067,brand sign;brand sign,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3229,,,,,-73.8670971,40.84797452,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3230,,,,,-73.86710651,40.84784217,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3231,brand sign_3231E_.jpg;brand sign_3231E_3.jpg;brand sign_3231E_2.jpg,VSA INSURANCE CLAIM CONSULTANTS BODY REPAIR FOR FOREIGN & DOMESTIC AUTOMOBILES som;WHITE PLAINS RD AUTO BOD QUALITY AUTO REPAIR/;CERTIFIED T HI-TECH SPI UNIBODY FF;VSA INSURANCE CLAIM CONSULTANTS BODY REPAIR FOR FOREIGN & DOMESTIC AUTOMOBILES som;WHITE PLAINS RD AUTO BOD QUALITY AUTO REPAIR/;CERTIFIED T HI-TECH SPI UNIBODY FF,en;en;en,English;English;English;English;English;English,-73.86714957,40.84770971,brand sign;brand sign;brand sign;brand sign;brand sign;brand sign,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3232,brand sign_3232E_.jpg,S Gamal Business Services Taxes-Licenses/ Stationery - Bill Pay - Fax - Mailing - Notary;S Gamal Business Services Taxes-Licenses/ Stationery - Bill Pay - Fax - Mailing - Notary,en,English;English,-73.86719263,40.84757726,brand sign;brand sign,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3233,,,,,-73.8672357,40.84744481,,WHITE PLAINS RD,10462,RD,Pelham Parkway-Van Nest
3234,,,,,-73.86736632,40.84737259,,RHINELANDER AVE,10462,AVE,Pelham Parkway-Van Nest
3235,,,,,-73.86753566,40.84732701,,RHINELANDER AVE,10462,AVE,Pelham Parkway-Van Nest
3236,brand sign_3236E_.jpg,VICTORY CHAPEL CHRISTIAN FELLOWSHIP CHURCH;VICTORY CHAPEL CHRISTIAN FELLOWSHIP CHURCH,en,English;English,-73.867705,40.84728142,brand sign;brand sign,RHINELANDER AVE,10462,AVE,Pelham Parkway-Van Nest
3237,,,,,-73.86787339,40.84723385,,RHINELANDER AVE,10462,AVE,Pelham Parkway-Van Nest
3238,,,,,-73.86804172,40.84718616,,RHINELANDER AVE,10462,AVE,Pelham Parkway-Van Nest
3239,,,,,-73.86821005,40.84713848,,RHINELANDER AVE,10462,AVE,Pelham Parkway-Van Nest
3240,,,,,-73.86837558,40.84708582,,AMETHYST ST,10462,ST,West Farms
3241,,,,,-73.86844768,40.84699,,RHINELANDER AVE,10462,AVE,Pelham Parkway-Van Nest
3242,,,,,-73.86842287,40.84685487,,AMETHYST ST,10462,ST,Pelham Parkway-Van Nest
3243,,,,,-73.86839806,40.84671975,,AMETHYST ST,10462,ST,Pelham Parkway-Van Nest
3244,,,,,-73.86837325,40.84658462,,AMETHYST ST,10462,ST,Pelham Parkway-Van Nest
3245,,,,,-73.86834844,40.8464495,,AMETHYST ST,10462,ST,Pelham Parkway-Van Nest
3246,,,,,-73.86832362,40.84631437,,AMETHYST ST,10462,ST,Pelham Parkway-Van Nest
